Date,Prob_Bull,Prob_Sideways,Prob_Correction,Prob_Crisis
2010-10-31,0.0006419941149755452,0.0038989218094469874,0.1744847635904384,0.8209743204851391
2010-11-30,0.0005450984622083231,0.045056645865935725,0.3324940906418069,0.621904165030049
2010-12-31,0.015179808316417492,0.1924350905679911,0.35349111320310667,0.4388939879124848
2011-01-31,0.1275257776280338,0.2972931728711049,0.26783724814981225,0.30734380135104894
2011-02-28,0.37170873235575935,0.2236251296455237,0.1895211573298389,0.2151449806688781
2011-03-31,0.5579069889068266,0.15868339243103727,0.13280790465113457,0.15060171401100161
2011-04-30,0.6890806422522026,0.11248259831277924,0.09301547849587416,0.10542128093914407
2011-05-31,0.7749172436905792,0.08588498105531701,0.06540233872884858,0.0737954365252551
2011-06-30,0.812960929567267,0.07997417794511699,0.05538607924672663,0.05167881324088947
2011-07-31,0.5753192016127193,0.05610521495297314,0.3317023962480304,0.036873187186277134
2011-08-31,0.40272344942693844,0.03927371065349842,0.5270839317689323,0.03091890815063084
2011-09-30,0.28190641459885685,0.027491597457448894,0.6238007054387257,0.06680128250496851
2011-10-31,0.1973344902191998,0.019244118220214233,0.43671522996326756,0.3467061615973184
2011-11-30,0.13813414315343983,0.013470998157006215,0.3062413800322534,0.5421534786573006
2011-12-31,0.09669407657535954,0.018614157552547268,0.3227342028895674,0.5619575629825259
2012-01-31,0.22978685905287896,0.05580365190800644,0.31663523822846645,0.39777425081064816
2012-02-29,0.4431631325827817,0.04383747928471283,0.2345021823814273,0.27849720575107817
2012-03-31,0.6091535759616514,0.03131853568847868,0.16457914593358877,0.19494874241628113
2012-04-30,0.6374536653420314,0.11014812955773812,0.1159312424684506,0.13646696263177988
2012-05-31,0.4462286635357721,0.35799898329413304,0.09970969279515728,0.09606266037493756
2012-06-30,0.31243492300523057,0.5404699267823492,0.07955424834208104,0.06754090187033925
2012-07-31,0.21910410836717845,0.6739399443714783,0.05958277981888861,0.047373167442454706
2012-08-31,0.44864929988622876,0.4762277564953427,0.04196111573448538,0.03316182788394319
2012-09-30,0.6137101322938875,0.3336431858388085,0.029433315504298497,0.023213366363005562
2012-10-31,0.7096606051450819,0.2533519701184466,0.020737765040971072,0.016249659695500438
2012-11-30,0.7922126251902407,0.18184414548538097,0.01456837551675575,0.011374853807622636
2012-12-31,0.8535380771548892,0.12820110701417478,0.01029826911657149,0.007962546714364548
2013-01-31,0.888095422142259,0.09901734498229245,0.007313196830343184,0.0055740360451054525
2013-02-28,0.9170871621085348,0.0738421982782315,0.005168721115603964,0.0039019184976298044
2013-03-31,0.9401826621124465,0.05342059558486631,0.0036653169540404726,0.002731425348646622
2013-04-30,0.9576651334281687,0.03782226018925348,0.0026005598273305375,0.001912046555247213
2013-05-31,0.9699070554007162,0.026871993883768746,0.001882432490618354,0.0013385182248966832
2013-06-30,0.9519924048730876,0.04567492213818006,0.0013955582032559575,0.000937114785476436
2013-07-31,0.7675343442673825,0.23064064611665025,0.001168172999423279,0.0006568366165439173
2013-08-31,0.5377573611453917,0.4605275647770933,0.0012507725037656993,0.00046430157374927885
2013-09-30,0.37854909302457534,0.6198485903297064,0.0012737820117613037,0.0003285346339570404
2013-10-31,0.2834181860433873,0.7151103992198159,0.0012389943379172135,0.00023242039887950668
2013-11-30,0.49647681431535406,0.502453206000797,0.0009072204182156896,0.00016275926563321186
2013-12-31,0.6450009694792442,0.3542114850394881,0.0006735529436308012,0.0001139925376368789
2014-01-31,0.45776388203222657,0.5413515341372369,0.0008027515257178784,8.183230481861945e-05
2014-02-28,0.3226123424461199,0.6763417675576238,0.0009850731356699357,6.081686058631913e-05
2014-03-31,0.2454645945962401,0.7535955008698915,0.0008960747002146072,4.382983365393626e-05
2014-04-30,0.44862202466060935,0.5506675347964931,0.0006796567260616149,3.078381683594017e-05
2014-05-31,0.6136634379677754,0.3857964304128948,0.0005185242409980144,2.1607378331844763e-05
2014-06-30,0.7292826028438723,0.27029650216188567,0.0004057117001617099,1.5183294080436078e-05
2014-07-31,0.8026022910100266,0.19702722664221559,0.00035971324312283355,1.0769104635165974e-05
2014-08-31,0.8380649812037727,0.16159203600523453,0.0003352406230880147,7.7421679048147e-06
2014-09-30,0.8134566051740733,0.18620756964540028,0.0003301185428173302,5.706637709315312e-06
2014-10-31,0.8467530865166272,0.15295366480297837,0.0002891194322240166,4.129248170453526e-06
2014-11-30,0.8873559003703925,0.11238863774396442,0.00025247723656485356,2.9846490782128913e-06
2014-12-31,0.9111049247190196,0.08850980036997563,0.00038284529291924733,2.4296180855788863e-06
2015-01-31,0.706278508127265,0.29276712202464633,0.0009500402264437837,4.329621644926932e-06
2015-02-28,0.495700970990738,0.5026282844999234,0.0016562313305658008,1.4513178772853254e-05
2015-03-31,0.3473331683541768,0.6509537747937303,0.0016962073590734788,1.6849493019356342e-05
2015-04-30,0.30445175268673785,0.6942205516284161,0.001315272018430579,1.2423666415444076e-05
2015-05-31,0.5068391668085389,0.492187362306183,0.0009647027540671823,8.768131210850595e-06
2015-06-30,0.6454792160770195,0.3533968883214697,0.001116872171140847,7.023430369872451e-06
2015-07-31,0.7204222603231676,0.2719884354755158,0.007550470407756247,3.8833793560343894e-05
2015-08-31,0.5042958476783428,0.19165220729417318,0.28593050180227286,0.018121443225211253
2015-09-30,0.3530079146249031,0.13508295157824507,0.446545240716244,0.06536389308060774
2015-10-31,0.24710554023746176,0.09470524793351025,0.39291074329601033,0.2652784685330177
2015-11-30,0.17297612167769338,0.23179391641388739,0.347312646037747,0.24791731587067223
2015-12-31,0.12108890069872734,0.4126938093786617,0.281955959608903,0.18426133031370798
2016-01-31,0.0918935832122208,0.5633606473892007,0.2152333914166405,0.12951237798193804
2016-02-29,0.16073885320528572,0.5859590207329,0.16253676829641242,0.09076535776540195
2016-03-31,0.11252143211877821,0.6846935286391428,0.13781817173881458,0.06496686750326446
2016-04-30,0.09745375739114855,0.7592789147643606,0.09777574599696255,0.045491581847528446
2016-05-31,0.20216781000324205,0.6974174779926755,0.06857010744245944,0.031844604561623045
2016-06-30,0.4401593419379314,0.4894980635323243,0.048051294981070594,0.022291299548673742
2016-07-31,0.6071591073142356,0.3435555170746557,0.03368139340780361,0.015603982203305148
2016-08-31,0.7225494756517459,0.2428991130635329,0.023628538356877928,0.010922872927843327
2016-09-30,0.8026615786914364,0.1730950503750212,0.016597261894257656,0.007646109039284628
2016-10-31,0.8603870139868538,0.12254361725657846,0.011716934661527482,0.00535243409504037
2016-11-30,0.8898309023290208,0.09814724221149812,0.008274973931805348,0.003746881527675815
2016-12-31,0.9111611758916468,0.08036565642730123,0.005850219050020623,0.0026229486310314423
2017-01-31,0.9374315314453261,0.05659657038277809,0.004135777797432481,0.0018361203744633626
2017-02-28,0.9557797983095278,0.04000065509452617,0.002934203735553566,0.0012853428603925474
2017-03-31,0.9669722315828204,0.030008003765281527,0.002119918147092413,0.0008998465048055476
2017-04-30,0.974918566049743,0.02287026289875925,0.001581121396662173,0.0006300496548355367
2017-05-31,0.9822091251467027,0.01617124276342397,0.0011785012067563822,0.00044113088311704697
2017-06-30,0.9873481454771398,0.011448903720438393,0.0008940652182093269,0.0003088855842125255
2017-07-31,0.9909229600242122,0.008169896488807159,0.0006908366959157729,0.00021630679106483997
2017-08-31,0.993236010956767,0.006029286303163207,0.0005831533078598266,0.00015154943220999317
2017-09-30,0.9949228498440659,0.004466089737077675,0.0005048457854883654,0.00010621463336816205
2017-10-31,0.9960970403147371,0.003408385407777577,0.0004201328261138267,7.444145137151585e-05
2017-11-30,0.9971030900107418,0.002509036897239085,0.00033570611192352786,5.2166980095465196e-05
2017-12-31,0.9974142061528853,0.002253144867135649,0.00029604569359743094,3.660328638158715e-05
2018-01-31,0.9580471995976839,0.041582383114913433,0.00034433639063248273,2.6080896770196473e-05
2018-02-28,0.6708173625854005,0.3277669743781679,0.0013762587443066966,3.940429212505353e-05
2018-03-31,0.4696426980367503,0.5279654997468425,0.0023315737137809063,6.0228502626359085e-05
2018-04-30,0.599421210318413,0.3988275672680428,0.0017088372796530053,4.238513389120148e-05
2018-05-31,0.7093030726149686,0.28941073333560574,0.001256394281173672,2.979976825196559e-05
2018-06-30,0.7959947304004291,0.20305390097298417,0.0009304374396865177,2.0931186900120092e-05
2018-07-31,0.8564194346511033,0.1428733362862958,0.0006925118361950469,1.4717226405998927e-05
2018-08-31,0.8983966248594567,0.10103056156634703,0.0005623528785340877,1.0460695662104531e-05
2018-09-30,0.9173446318516048,0.07975173187707586,0.0028668772711159148,3.675900020351704e-05
2018-10-31,0.6421415399413202,0.24605778439374706,0.08679109560488207,0.025009580060050676
2018-11-30,0.44964032339544324,0.3327484493501257,0.15131764459049418,0.06629358266393694
2018-12-31,0.3147482263802871,0.2350951244990874,0.1495831343838596,0.3005735147367659
2019-01-31,0.22032375846620098,0.16456697371894996,0.10519768867295826,0.5099115791418908
2019-02-28,0.15422663092635464,0.11552086307221,0.076232862861566,0.6540196431398694
2019-03-31,0.23948930550041336,0.22799825901446724,0.0718297906718318,0.46068264481328763
2019-04-30,0.4374798363510917,0.17456083369508693,0.06430039324499069,0.32365893670883067
2019-05-31,0.30623599429358217,0.2174834067654287,0.1475066523291574,0.32877394661183174
2019-06-30,0.2143651962960368,0.17403301541729072,0.17212959558315752,0.43947219270351495
2019-07-31,0.1500556572464121,0.19995816560064866,0.2014859358787378,0.4485002412742015
2019-08-31,0.1071715130850869,0.40961890484792013,0.16558209642182417,0.3176274856451688
2019-09-30,0.36093407779660136,0.30015794905200854,0.11656347399716885,0.22234449915422128
2019-10-31,0.549645289362643,0.21306433545394793,0.08164911277254724,0.1556412624108619
2019-11-30,0.684473886296659,0.1493831225911636,0.057194046932377444,0.10894894417980003
2019-12-31,0.7786468563023116,0.10479703349260203,0.0402911148442024,0.07626499536088409
2020-01-31,0.8122388363092132,0.09103336320049193,0.04278426492974947,0.05394353556054539
2020-02-29,0.5685671854164492,0.06372335424060475,0.1146170363130176,0.2530924240299285
2020-03-31,0.3979970297915144,0.04460634796842331,0.0835428340433283,0.47385378819673396
2020-04-30,0.27859792085406004,0.03122444357789632,0.05847998393941157,0.631697651628632
2020-05-31,0.19501854459784204,0.021857110504530358,0.04093602671662149,0.7421883181810061
2020-06-30,0.1365129812194618,0.01529998395607019,0.1816033202663376,0.6665837145581304
2020-07-31,0.09556175420951579,0.010711974942020024,0.4032612245462841,0.49046504630217996
2020-08-31,0.06689324355027997,0.0074984181178609,0.5533207511647041,0.37228758716715504
2020-09-30,0.04682527055466791,0.005289312786357544,0.5296908369948727,0.41819457966410184
2020-10-31,0.032777689388267535,0.0037025189504658854,0.43727200034849795,0.5262477913127687
2020-11-30,0.022944382571787273,0.002591764490843876,0.3088037881314434,0.6656600648059255
2020-12-31,0.016061067804183173,0.0018301052950339559,0.249976366911773,0.7321324599890099
2021-01-31,0.011242747462935769,0.00128107409603913,0.3162550657439736,0.6712211126970514
2021-02-28,0.007890960562081762,0.000900969070607269,0.510950521182252,0.48025754918505886
2021-03-31,0.18173271793771925,0.01868854746322401,0.46284748384931473,0.336731250749742
2021-04-30,0.39918471559628244,0.014320385508682771,0.3507313751095397,0.23576352378549506
2021-05-31,0.5721931940934891,0.016520165633939977,0.24625069884144601,0.16503594143112496
2021-06-30,0.6965742425040189,0.015437407740109793,0.17246302630847762,0.11552532344739358
2021-07-31,0.7867261287450111,0.01106187931511696,0.12134335618792498,0.08086863575194686
2021-08-31,0.8430205101330089,0.008620351523145671,0.09172729721954746,0.056631841124297956
2021-09-30,0.5902282582848521,0.1298281318820952,0.2314546147432393,0.04848899508981332
2021-10-31,0.41315979823050447,0.10026947178950008,0.4032400144956703,0.08333071548432512
2021-11-30,0.28921185933416976,0.07034993634761598,0.5326762450569875,0.10776195926122661
2021-12-31,0.20253622176067348,0.06020346791524417,0.636710041442567,0.10055026888151526
2022-01-31,0.14177536223855822,0.043655709993214935,0.6990342547960756,0.11553467297215127
2022-02-28,0.09924275358384413,0.030559883412085802,0.720839417278442,0.14935794572562797
2022-03-31,0.06947109404437081,0.02259884035562232,0.6952374510333887,0.2126926145666182
2022-04-30,0.04862976583105957,0.015819193071214578,0.5216243220875106,0.41392671901021527
2022-05-31,0.034040836085442436,0.011080417696139301,0.3843915915580377,0.5704871546603806
2022-06-30,0.023828585259975613,0.007759635840523343,0.2823269751231263,0.6860848037763747
2022-07-31,0.016680009681982928,0.005431746677264139,0.1977115050802571,0.7801767385604959
2022-08-31,0.011676006777388049,0.0038027227878281423,0.1384218376033808,0.8460994328314031
2022-09-30,0.008173204744171636,0.0026619069058725336,0.09689848889799983,0.8922663994519561
2022-10-31,0.005721243320920144,0.0018633348609183285,0.06785721878296225,0.9245582030351993
2022-11-30,0.0040048703246441004,0.0013043743185532585,0.04751834547230727,0.9471724098844954
2022-12-31,0.0028034092272557643,0.001003514652691375,0.03448323715759053,0.9617098389624623
2023-01-31,0.0019623865010167966,0.0013001944816392887,0.04094516557177794,0.955792253445566
2023-02-28,0.00137369659031714,0.07459558552444215,0.09773400804783872,0.8262967098374021
2023-03-31,0.002950733092079819,0.274036216203146,0.1326413047867838,0.5903717459179905
2023-04-30,0.1544441505930595,0.33703670348430603,0.09522222591468253,0.413296920007952
2023-05-31,0.3845660698437436,0.25928214274173866,0.06684351349444967,0.2893082739200682
2023-06-30,0.39842033362179147,0.35195657439521877,0.04710594490214463,0.20251714708084512
2023-07-31,0.39234222589516926,0.4328015028436336,0.033093854350440564,0.1417624169107567
2023-08-31,0.27753453226536445,0.5990284707687076,0.024194047053213482,0.0992429499127146
2023-09-30,0.19457332693606375,0.7141909267299172,0.021675800214680577,0.0695599461193383
2023-10-31,0.27139383466191713,0.646650427433536,0.03253264136076892,0.04942309654377798
2023-11-30,0.18997568427647898,0.4600355218370318,0.14322888624767144,0.20675990763881782
2023-12-31,0.13298671677139523,0.42385495934372214,0.2342943756741948,0.20886394821068788
2024-01-31,0.1353244518415266,0.5445963214264714,0.1734538247820433,0.14662540194995868
2024-02-29,0.3738333925899677,0.40176923098285033,0.12175806173924106,0.10263931468794103
2024-03-31,0.5481584873618158,0.2946773771076574,0.08531636602965151,0.07184776950087521
2024-04-30,0.3837687427506353,0.5039761408852582,0.06190955872112923,0.0503455576429772
2024-05-31,0.26876995271411275,0.6502931506633206,0.04564077314402501,0.03529612347854166
2024-06-30,0.18951429656472496,0.7522993070695797,0.03345298026007741,0.02473341610561802
2024-07-31,0.41946582431172025,0.539720710809084,0.02349988048520479,0.01731358439399102
2024-08-31,0.5931687809084717,0.3782179662774118,0.016493681897564724,0.01211957091655186
2024-09-30,0.7148073529400459,0.2649440345366823,0.011764611423647412,0.008484001099624291
2024-10-31,0.779223807735373,0.2021360253264386,0.012691884064882267,0.005948282873306123
2024-11-30,0.6010819932303311,0.384353691091429,0.010383139542173996,0.004181176136065996
2024-12-31,0.421831512671867,0.564014325023038,0.010989195019450832,0.003164967285644142
