date,SPY,QQQ,XLV,XLP,XLE,TLT,IEF,GLD,VNQ,BIL
2016-07-31,0.0364715944589451,0.07150819674866682,0.04866833990677666,-0.008159784652371771,-0.01260293034581017,0.021025078038559686,0.002464169660459481,0.01984656031160892,0.0426297949784713,0.0004374611766042591
2016-08-31,0.0011974545125676972,0.01050072210072761,-0.032447075713767926,-0.00584989801591318,0.016770598541475,-0.010134278237867722,-0.010113956591118911,-0.03256316550912575,-0.03764204233537061,0.0
2016-09-30,5.7870726142272844e-05,0.022135412653290443,-0.005096068834694489,-0.015455674241454997,0.036881942415989855,-0.01508419763199953,0.002374064608127835,0.006892135107908315,-0.018325589728717673,0.0002190455260566715
2016-10-31,-0.01733709902968872,-0.01457224086325648,-0.06587161948924558,-0.007705264587725913,-0.028183078576049847,-0.043806314075164,-0.014946875867054343,-0.02944919584699579,-0.05741278250604609,0.0002191001786564506
2016-11-30,0.03683848741070106,0.004359413100397225,0.020635329261766255,-0.04204533650885511,0.08466949829403636,-0.08213736284530582,-0.04227258614271723,-0.08356570639157301,-0.016756461534948364,-0.0004380017680127857
2016-12-31,0.0202719259701305,0.011322586736594253,0.00716273769589626,0.029965940006352998,0.01730776831815617,-0.004625828928847775,-0.001184548692052978,-0.019149882681417818,0.04817104732176669,0.0002186349440023161
2017-01-31,0.017894518803216908,0.051400932642735375,0.022918680460195517,0.017018326293122277,-0.03212978557157409,0.008141878008809611,0.0021948254338655104,0.05419215772584596,-0.0019383069313745338,0.0004378926679609041
2017-02-28,0.03929167147260482,0.043750250725606454,0.06338588762995756,0.0477271968975852,-0.020850333996965675,0.015846285513726244,0.007235229965833145,0.031847686784806095,0.0350852303142295,0.0005031458669617628
2017-03-31,0.0012502414917392457,0.020268872312106723,-0.004805710551450293,-0.0042266759408773336,-0.014860134115270762,-0.006551285867216428,0.0008059758391998351,-0.00427746474772539,-0.024236516757181303,-0.0001748078062502323
2017-04-30,0.009925944188887037,0.027270275542759403,0.015330474173970599,0.010993179503411499,-0.029470556406627324,0.015731975056001657,0.01108784256562867,0.01726748147982482,0.0024215710954531566,0.0007439603341474754
2017-05-31,0.014113063871513232,0.038973173974831354,0.007682300263002428,0.02645853052599323,-0.03537737393046292,0.018879056800942484,0.008267260091106232,-0.0012419798017191397,-0.007247293512500308,0.00015308758915644205
2017-06-30,0.006374821569902878,-0.02317946668157933,0.045671418513278716,-0.022534566090836927,-0.0011169909534506361,0.007918768263704079,-0.00509568025050422,-0.02155534773928114,0.022326210922743117,0.0010288288245829946
2017-07-31,0.020553962022678895,0.04061345328852228,0.008202361426916438,0.006916616937043596,0.026186281784424725,-0.006583789635970283,0.003748930264629413,0.02313170169958645,0.012375368207234505,0.00032822773908192104
2017-08-31,0.0029178761971546674,0.020735346772091656,0.017524522861577685,-0.011026720446633664,-0.05478813780249925,0.034087233964616326,0.014574876973504125,0.04198757511241591,-0.002611063981106665,0.0011373191068178023
2017-09-30,0.020149291751160092,-0.0029517818928513906,0.009113595619929749,-0.007150126342753471,0.10182303249780222,-0.023229128892717776,-0.014415166062472395,-0.03369891808976022,-0.0011407493520455558,0.0007218207337820193
2017-10-31,0.023564002151444496,0.0460635354372978,-0.007586131778898664,-0.01648754485995141,-0.008323659018362073,-0.00038489202333558126,-0.0018899202943246651,-0.007484813689786707,-0.010711143576996096,0.0006995477245244075
2017-11-30,0.030566156696863356,0.01971746538261021,0.029096492201251323,0.05575439351558131,0.017522908402290316,0.007431578616073908,-0.0027922950196647145,0.003563440057186007,0.026642374788808043,0.0005478170948121086
2017-12-31,0.012127865961025774,0.006031257486758701,-0.005504929176481932,0.022529983845903434,0.052694307744636015,0.01812567704472312,0.0018475600478913279,0.021057003170010358,-0.0014738400412742658,0.0007442683837708408
