risk_type,val_loss,sharpe,annual_return,mdd
std,0.5957845449447632,0.37887036348458264,3.3722692,16.367031
downside_deviation,0.29204633831977844,0.4051866730932167,3.639359,16.477316
cvar,1.0744038820266724,0.3166498337749091,2.759697,16.167242
