fold,test_start,test_end,n_months,sharpe,annual_return,mdd,triple
1,2016-07-31,2016-12-31,6,0.37889861845465705,0.0218103370773284,-0.03690867440171705,False
2,2017-01-31,2017-06-30,6,2.4617432146819613,0.09711721074829588,-0.007175910551239591,False
3,2017-07-31,2017-12-31,6,3.427233931372826,0.1490663190493148,-0.00898907204214829,True
