date,return
2016-07-31,0.024261624128853014
2016-08-31,-0.006941305344398362
2016-09-30,-0.002932588755913564
2016-10-31,-0.02732437809621157
2016-11-30,0.01153816944856884
2016-12-31,0.012303647157765843
2017-01-31,0.02362109568753966
2017-02-28,0.020582626683997317
2017-03-31,-0.003606351119689346
2017-04-30,0.009859567346949196
2017-05-31,0.005277577326590772
2017-06-30,-0.007175910551239656
2017-07-31,0.017151793257707788
2017-08-31,-0.008989072042148414
2017-09-30,0.014103655292010409
2017-10-31,0.001419997549965759
2017-11-30,0.024169873494201046
2017-12-31,0.02667691197292081
