date,spy_tlt_corr,tlt_vol
2019-11-30,-0.522962731126105,0.15795525754133025
2019-12-31,-0.28742346585155093,0.13944178496901813
2020-01-31,-0.3780017552393212,0.1286508426615909
2020-02-29,-0.41789220263853705,0.12851596191343778
2020-03-31,-0.546039823474067,0.13411378380406272
2020-04-30,-0.5106447102919005,0.3713488488877626
2020-05-31,-0.5025403644904767,0.37919822990808555
2020-06-30,-0.48983290480596237,0.3816781748408678
2020-07-31,-0.5333343537433788,0.1628980179191219
2020-08-31,-0.6473171169382564,0.1362739379386796
2020-09-30,-0.5778959246388307,0.12346414911579277
2020-10-31,-0.1788176116033142,0.10787701138817841
2020-11-30,-0.19557975212631468,0.11238080078090905
2020-12-31,-0.2101418766675975,0.1247929381888778
2021-01-31,-0.18073398703441598,0.12299836972904347
2021-02-28,-0.1656173878800003,0.12747246617565253
2021-03-31,-0.07913348845231691,0.13397594371380833
2021-04-30,0.031434478230826506,0.1446070862066078
2021-05-31,0.12201319846881678,0.1459530661907489
2021-06-30,0.2916310163846414,0.11518557137323344
2021-07-31,0.11084852223003537,0.10983883172479365
2021-08-31,-0.17063797743758913,0.128507524571125
2021-09-30,-0.48958258722781267,0.13175427869745254
2021-10-31,-0.28328986044252336,0.13537801356659282
2021-11-30,-0.08210773239081462,0.13423544000167043
2021-12-31,-0.23853592423227654,0.16222105510248083
2022-01-31,-0.4221260345336838,0.15897144270628535
2022-02-28,-0.3292366963954175,0.16689997926582803
2022-03-31,-0.20184898409278773,0.15482685752668426
2022-04-30,-0.1556843227495034,0.1849481339485267
2022-05-31,-0.018488353658035275,0.19324858067497744
2022-06-30,-0.012322474425787511,0.19609097381174442
2022-07-31,0.019264818443850494,0.20787209277928606
2022-08-31,-0.07172945497703499,0.20298964861084798
2022-09-30,0.08774796564139634,0.20005070161399063
2022-10-31,0.16087336221410153,0.2075752841293013
2022-11-30,0.1804747996617077,0.201047782288112
2022-12-31,0.3061669970229455,0.2160978072662183
2023-01-31,0.26151384166333524,0.21865520403311037
2023-02-28,0.2552603006340735,0.2187753174333417
2023-03-31,0.21465473523645215,0.20317875799827773
2023-04-30,-0.04105872849298437,0.1928202089833715
2023-05-31,-0.1142201732299445,0.17942254337530936
2023-06-30,-0.38341971279429277,0.179257285127094
2023-07-31,-0.16236866859474386,0.15673901736878604
2023-08-31,0.22758270438397804,0.1315186290311716
2023-09-30,0.35895737339455136,0.15600640970500115
2023-10-31,0.33849501963267853,0.15891063705011005
2023-11-30,0.2537933356499403,0.1921875259899542
2023-12-31,0.38389941353062856,0.2137923298439469
2024-01-31,0.3019413060881341,0.21390193513331296
2024-02-29,0.23215624806835627,0.17435801556343322
2024-03-31,0.1920884762577715,0.16446037415752582
2024-04-30,0.18580334021844197,0.13882241707545143
2024-05-31,0.2253104753073352,0.13191703448206923
2024-06-30,0.2786755926530499,0.12498722501197683
2024-07-31,0.28743215052735976,0.14379640700529334
2024-08-31,0.3550408118239538,0.14017588741995943
2024-09-30,-0.051034592840788026,0.15311196886775702
2024-10-31,-0.17231068184540851,0.13357412634975865
2024-11-30,-0.14022489252645065,0.11227660368610734
2024-12-31,-0.11921234641898198,0.13986305992073714
2025-01-31,0.046103407875578456,0.14601532710403028
2025-02-28,0.13895799598239028,0.14385901174948568
2025-03-31,0.28058189414885926,0.13118247958658072
2025-04-30,-0.009817236681764003,0.12629785398319543
2025-05-31,0.15904172741370032,0.16057446361458372
2025-06-30,0.15342293227025972,0.1507947123579579
2025-07-31,0.20709384123192084,0.15576061853677414
2025-08-31,0.09098643596734741,0.12106287273946516
2025-09-30,-0.016045015641131883,0.10759881696949214
2025-10-31,0.029928628053189774,0.10588535400988182
2025-11-30,-0.09766310537877525,0.09645151647652096
2025-12-31,-0.18561153328601826,0.091142084691017
