label,corr_thresh,vol_thresh,base_bil,guard_bil,mode,sharpe,ann_return,vol,mdd,calmar,triple,months_guard_active,pct_guard_active,source,guard_active_months,mod_section,mod_dd0,mod_dd3,mod_low,mod_high,mod_bull_mult,mod_crisis_mult,mod_base_target_vol,mod_bull_scale,mod_hard_sl_thresh,mod_soft_sl_thresh,guard_active,mod_stop_soft_sl_thresh,mod_stop_hard_sl_thresh,mod_s7_dd0,mod_s7_dd3,mod_s1_base_target_vol,mod_srb_bull_mult,mod_s3_high,mod_s1_bull_scale,mod_mix_base_mix,mod,score
CG_corr-0.20_vol0.18_base0.05_guard0.40_either,-0.2,0.18,0.05,0.4,either,1.0185068137316309,0.0841781141607382,0.0826485527890819,-0.0997925582532545,0.8435309770004116,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.360559393215103
CG_corr-0.20_vol0.18_base0.05_guard0.40_corr_only,-0.2,0.18,0.05,0.4,corr_only,1.0438743034892035,0.0878926341543216,0.0841984843007783,-0.0997925582532545,0.8807533917636104,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.381849949098882
CG_corr-0.20_vol0.18_base0.08_guard0.25_either,-0.2,0.18,0.08,0.25,either,0.9001751508312505,0.0812285010830683,0.0902363290167023,-0.1041019395094249,0.7802784603807913,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.2914497450534306
CG_corr-0.20_vol0.18_base0.08_guard0.25_corr_only,-0.2,0.18,0.08,0.25,corr_only,0.9119284105497262,0.0829947487136759,0.0910101579833939,-0.1041019395094248,0.7972449803028119,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3014497918326438
CG_corr-0.20_vol0.18_base0.08_guard0.30_either,-0.2,0.18,0.08,0.3,either,0.9653483822030894,0.0840422556248964,0.0870589904891099,-0.0969229543495416,0.8671037339803694,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3474972567073
CG_corr-0.20_vol0.18_base0.08_guard0.30_corr_only,-0.2,0.18,0.08,0.3,corr_only,0.9805839492587514,0.0863353616243716,0.0880448447984843,-0.0969229543495416,0.8907627940540583,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3604708015279905
CG_corr-0.20_vol0.18_base0.08_guard0.35_either,-0.2,0.18,0.08,0.35,either,0.9854737676195868,0.0830842030742562,0.0843088936552275,-0.0957726604947834,0.8675148277705164,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.356124134786253
CG_corr-0.20_vol0.18_base0.08_guard0.35_corr_only,-0.2,0.18,0.08,0.35,corr_only,1.004590978572801,0.0859012147946376,0.0855086464310832,-0.0957726604947834,0.8969283546144827,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.372222054328683
CG_corr-0.20_vol0.18_base0.08_guard0.40_either,-0.2,0.18,0.08,0.4,either,1.0210190174805929,0.0832578417886293,0.0815438697646118,-0.0957726604947833,0.8693278578510866,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3708631508737747
CG_corr-0.20_vol0.18_base0.08_guard0.40_corr_only,-0.2,0.18,0.08,0.4,corr_only,1.0449568991585547,0.086682521233768,0.0829532024752108,-0.0957726604947833,0.9050862823058948,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3907123418803757
CG_corr-0.20_vol0.18_base0.10_guard0.25_either,-0.2,0.18,0.1,0.25,either,0.895093745900839,0.0802484007683421,0.089653626936672,-0.1041089531964881,0.7708117150778261,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.286455841075898
CG_corr-0.20_vol0.18_base0.10_guard0.25_corr_only,-0.2,0.18,0.1,0.25,corr_only,0.9055268616724526,0.081798986192216,0.0903330311385113,-0.1041089531964882,0.7857055870865799,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.2952808436561645
CG_corr-0.20_vol0.18_base0.10_guard0.30_either,-0.2,0.18,0.1,0.3,either,0.9606366183075342,0.0830352258742771,0.0864377062999847,-0.0969294040176594,0.8566567257459776,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3425721128928667
CG_corr-0.20_vol0.18_base0.10_guard0.30_corr_only,-0.2,0.18,0.1,0.3,corr_only,0.9747614955943182,0.0851259833744559,0.0873300635685799,-0.0969294040176594,0.8782266252142327,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3544943363081168
CG_corr-0.20_vol0.18_base0.10_guard0.35_either,-0.2,0.18,0.1,0.35,either,0.9801440308741548,0.0819943829058151,0.0836554427951648,-0.0938301516304406,0.8738596440593874,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.356550306175785
CG_corr-0.20_vol0.18_base0.10_guard0.35_corr_only,-0.2,0.18,0.1,0.35,corr_only,0.9991877791761752,0.0846929779331986,0.0847618232511085,-0.0938301516304407,0.9026200689387164,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3722635905787435
CG_corr-0.20_vol0.18_base0.10_guard0.40_either,-0.2,0.18,0.1,0.4,either,1.0162371565640145,0.0821743163720054,0.0808613578447022,-0.0944708301908126,0.8698379828570296,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3696053211691845
CG_corr-0.20_vol0.18_base0.10_guard0.40_corr_only,-0.2,0.18,0.1,0.4,corr_only,1.0405158315633634,0.0855047428423766,0.0821753405845893,-0.0944708301908126,0.9050914728882312,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3893080705800376
CG_corr-0.20_vol0.20_base0.05_guard0.25_either,-0.2,0.2,0.05,0.25,either,0.9000140427976466,0.0820354040504673,0.0911490267368102,-0.1040905233632063,0.7881159725195984,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.2938402591808416
CG_corr-0.20_vol0.20_base0.05_guard0.25_corr_only,-0.2,0.2,0.05,0.25,corr_only,0.913787276863532,0.0841284516664516,0.092065685085059,-0.1040905233632064,0.8082239280601897,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3056286956551486
CG_corr-0.20_vol0.20_base0.05_guard0.30_either,-0.2,0.2,0.05,0.3,either,0.9642270696687576,0.0849178627737871,0.088068324822035,-0.0997925582532546,0.8509438405044359,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3410667414291004
CG_corr-0.20_vol0.20_base0.05_guard0.30_corr_only,-0.2,0.2,0.05,0.3,corr_only,0.9814951738909056,0.0875451860386334,0.0891957376535854,-0.0997925582532546,0.8772716880998312,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3558559529124983
CG_corr-0.20_vol0.20_base0.05_guard0.35_either,-0.2,0.2,0.05,0.35,either,0.983327668107397,0.0839413282029718,0.0853645543855518,-0.0997925582532545,0.8411581952829059,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3457773770921104
CG_corr-0.20_vol0.20_base0.05_guard0.35_corr_only,-0.2,0.2,0.05,0.35,corr_only,1.0048834954339096,0.0871298706484735,0.08670644014394,-0.0997925582532545,0.8731099009141993,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3639653353592207
CG_corr-0.20_vol0.20_base0.05_guard0.40_either,-0.2,0.2,0.05,0.4,either,1.0185068137316309,0.0841781141607382,0.0826485527890819,-0.0997925582532545,0.8435309770004116,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.360559393215103
CG_corr-0.20_vol0.20_base0.05_guard0.40_corr_only,-0.2,0.2,0.05,0.4,corr_only,1.0438743034892035,0.0878926341543216,0.0841984843007783,-0.0997925582532545,0.8807533917636104,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.381849949098882
CG_corr-0.20_vol0.20_base0.08_guard0.25_either,-0.2,0.2,0.08,0.25,either,0.9001751508312505,0.0812285010830683,0.0902363290167023,-0.1041019395094249,0.7802784603807913,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.2914497450534306
CG_corr-0.20_vol0.20_base0.08_guard0.25_corr_only,-0.2,0.2,0.08,0.25,corr_only,0.9119284105497262,0.0829947487136759,0.0910101579833939,-0.1041019395094248,0.7972449803028119,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3014497918326438
CG_corr-0.20_vol0.20_base0.08_guard0.30_either,-0.2,0.2,0.08,0.3,either,0.9653483822030894,0.0840422556248964,0.0870589904891099,-0.0969229543495416,0.8671037339803694,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3474972567073
CG_corr-0.20_vol0.20_base0.08_guard0.30_corr_only,-0.2,0.2,0.08,0.3,corr_only,0.9805839492587514,0.0863353616243716,0.0880448447984843,-0.0969229543495416,0.8907627940540583,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3604708015279905
CG_corr-0.20_vol0.20_base0.08_guard0.35_either,-0.2,0.2,0.08,0.35,either,0.9854737676195868,0.0830842030742562,0.0843088936552275,-0.0957726604947834,0.8675148277705164,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.356124134786253
CG_corr-0.20_vol0.20_base0.08_guard0.35_corr_only,-0.2,0.2,0.08,0.35,corr_only,1.004590978572801,0.0859012147946376,0.0855086464310832,-0.0957726604947834,0.8969283546144827,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.372222054328683
CG_corr-0.20_vol0.20_base0.08_guard0.40_either,-0.2,0.2,0.08,0.4,either,1.0210190174805929,0.0832578417886293,0.0815438697646118,-0.0957726604947833,0.8693278578510866,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3708631508737747
CG_corr-0.20_vol0.20_base0.08_guard0.40_corr_only,-0.2,0.2,0.08,0.4,corr_only,1.0449568991585547,0.086682521233768,0.0829532024752108,-0.0957726604947833,0.9050862823058948,False,66.0,0.5789473684210527,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.3907123418803757
CG_corr-0.20_vol0.20_base0.10_guard0.25_either,-0.2,0.2,0.1,0.25,either,0.895093745900839,0.0802484007683421,0.089653626936672,-0.1041089531964881,0.7708117150778261,False,69.0,0.6052631578947368,correlation_guard_search_full,,,,,,,,,,,,,,,,,,,,,,,,3.286455841075898
