corr_thresh,base_bil,overlay_mods,exclude_set,sharpe,return,mdd,triple,guard_months
-0.22,0.04,s7_lower+stop,TLT_IEF,1.0505961307893203,0.10258565798205044,-0.10719425560877348,False,69
-0.22,0.04,s7_lower+stop,TLT_only,1.0238240607761158,0.10122765512998275,-0.1169604406338225,False,69
-0.22,0.04,s7+stop+vol,TLT_IEF_TIP,1.1124064341021158,0.10677254454941681,-0.09230205735775873,True,69
-0.22,0.04,s7+stop+vol,TLT_IEF,1.1021000080226724,0.10601569943075226,-0.10345520133152741,False,69
-0.22,0.04,s7+stop+vol,TLT_only,1.0785233684795241,0.10504092006729775,-0.11119186206540807,False,69
-0.22,0.04,s7+stop+vol08,TLT_IEF_TIP,1.0976929457772981,0.10515483509203745,-0.0916599163486145,True,69
-0.22,0.04,s7+stop+vol08,TLT_IEF,1.0388280690242018,0.1003913718579533,-0.1084106868804637,False,69
-0.22,0.04,s7+stop+vol08,TLT_only,1.0217354574748239,0.099220644550782,-0.11015262510934551,False,69
-0.22,0.04,s7_high+stop_tight,TLT_IEF_TIP,1.0442713927866,0.10095176567650016,-0.09247489266905846,True,69
-0.22,0.04,s7_high+stop_tight,TLT_IEF,1.00299720092582,0.09825274182025646,-0.12003135385501228,False,69
-0.22,0.04,s7_high+stop_tight,TLT_only,0.9990648474848001,0.0987410750536867,-0.12055357526082355,False,69
-0.22,0.05,s7+stop_base,TLT_IEF_TIP,1.1341918433626719,0.10810257859813135,-0.09133973281884185,True,69
-0.22,0.05,s7+stop_base,TLT_IEF,1.0914095282763956,0.10605606669393164,-0.09751075560478022,True,69
-0.22,0.05,s7+stop_base,TLT_only,1.0591494854661507,0.10393314473687078,-0.11018323070883385,False,69
-0.22,0.05,s7+stop_tighter,TLT_IEF_TIP,1.081470743977546,0.10287089361508626,-0.08784287509548329,True,69
-0.22,0.05,s7+stop_tighter,TLT_IEF,1.0411526377800864,0.10040993709395635,-0.11161069523391981,False,69
-0.22,0.05,s7+stop_tighter,TLT_only,1.0243442579319784,0.09999244734872414,-0.11882489085288539,False,69
-0.22,0.05,s7+stop_wider,TLT_IEF_TIP,1.0274121693062694,0.1006944731885029,-0.09863349833325871,True,69
-0.22,0.05,s7+stop_wider,TLT_IEF,0.9754896014880169,0.09696415133491033,-0.11076141451155644,False,69
-0.22,0.05,s7+stop_wider,TLT_only,0.9420214246219671,0.0947986106009169,-0.12171478539814386,False,69
-0.22,0.05,s7_higher+stop,TLT_IEF_TIP,1.1341541118830065,0.109000266330925,-0.09133973281884177,True,69
-0.22,0.05,s7_higher+stop,TLT_IEF,1.1000363765120904,0.107527174551246,-0.1003962805546289,False,69
-0.22,0.05,s7_higher+stop,TLT_only,1.0735918094818002,0.10616741595941256,-0.11055412872653562,False,69
-0.22,0.05,s7_lower+stop,TLT_IEF_TIP,1.107530403107082,0.10581248867302387,-0.09133973281884199,True,69
-0.22,0.05,s7_lower+stop,TLT_IEF,1.0750773588971096,0.10379899024530437,-0.10171196421520617,False,69
-0.22,0.05,s7_lower+stop,TLT_only,1.0521056045936235,0.10276983986297762,-0.10948083923896132,False,69
-0.22,0.05,s7+stop+vol,TLT_IEF_TIP,1.118904047467313,0.10663961515916048,-0.09133973281884196,True,69
-0.22,0.05,s7+stop+vol,TLT_IEF,1.078151149108983,0.10390953370031597,-0.10333672598979765,False,69
-0.22,0.05,s7+stop+vol,TLT_only,1.0856714912685819,0.10499802051259993,-0.11104551313643625,False,69
-0.22,0.05,s7+stop+vol08,TLT_IEF_TIP,1.0972636543240073,0.10431745007362271,-0.09101656848263333,True,69
-0.22,0.05,s7+stop+vol08,TLT_IEF,1.0435429646319956,0.1001601117662547,-0.10851140100639016,False,69
